11:38 || Information || Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager || User profile is available. Using '"C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys"' as key repository and Windows DPAPI to encrypt keys at rest. ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Hosting.Diagnostics || Request starting HTTP/1.1 GET http://localhost:44322/abp/Swashbuckle/SetCsrfCookie - - ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Routing.EndpointMiddleware || Executing endpoint '"Volo.Abp.Swashbuckle.AbpSwashbuckleController.SetCsrfCookie (Volo.Abp.Swashbuckle)"' ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker || Route matched with "{area = \"Abp\", action = \"SetCsrfCookie\", controller = \"AbpSwashbuckle\"}". Executing controller action with signature "Void SetCsrfCookie()" on controller "Volo.Abp.Swashbuckle.AbpSwashbuckleController" ("Volo.Abp.Swashbuckle"). ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker || Executed action "Volo.Abp.Swashbuckle.AbpSwashbuckleController.SetCsrfCookie (Volo.Abp.Swashbuckle)" in 43.5508ms ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Routing.EndpointMiddleware || Executed endpoint '"Volo.Abp.Swashbuckle.AbpSwashbuckleController.SetCsrfCookie (Volo.Abp.Swashbuckle)"' ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Hosting.Diagnostics || Request finished HTTP/1.1 GET http://localhost:44322/abp/Swashbuckle/SetCsrfCookie - - - 204 - - 85.9927ms ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Hosting.Diagnostics || Request starting HTTP/1.1 GET http://localhost:44322/api/abp/api-definition - - ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Routing.EndpointMiddleware || Executing endpoint '"Volo.Abp.AspNetCore.Mvc.ApiExploring.AbpApiDefinitionController.Get (Volo.Abp.AspNetCore.Mvc)"' ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker || Route matched with "{area = \"abp\", action = \"Get\", controller = \"AbpApiDefinition\"}". Executing controller action with signature "Volo.Abp.Http.Modeling.ApplicationApiDescriptionModel Get(Volo.Abp.Http.Modeling.ApplicationApiDescriptionModelRequestDto)" on controller "Volo.Abp.AspNetCore.Mvc.ApiExploring.AbpApiDefinitionController" ("Volo.Abp.AspNetCore.Mvc"). ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor || Executing "ObjectResult", writing value of type '"Volo.Abp.Http.Modeling.ApplicationApiDescriptionModel"'. ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker || Executed action "Volo.Abp.AspNetCore.Mvc.ApiExploring.AbpApiDefinitionController.Get (Volo.Abp.AspNetCore.Mvc)" in 134.5634ms ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Routing.EndpointMiddleware || Executed endpoint '"Volo.Abp.AspNetCore.Mvc.ApiExploring.AbpApiDefinitionController.Get (Volo.Abp.AspNetCore.Mvc)"' ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Hosting.Diagnostics || Request finished HTTP/1.1 GET http://localhost:44322/api/abp/api-definition - - - 200 - application/json;+charset=utf-8 145.6957ms ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Hosting.Diagnostics || Request starting HTTP/1.1 GET http://localhost:44322/api/abp/api-definition - - ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Routing.EndpointMiddleware || Executing endpoint '"Volo.Abp.AspNetCore.Mvc.ApiExploring.AbpApiDefinitionController.Get (Volo.Abp.AspNetCore.Mvc)"' ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker || Route matched with "{area = \"abp\", action = \"Get\", controller = \"AbpApiDefinition\"}". Executing controller action with signature "Volo.Abp.Http.Modeling.ApplicationApiDescriptionModel Get(Volo.Abp.Http.Modeling.ApplicationApiDescriptionModelRequestDto)" on controller "Volo.Abp.AspNetCore.Mvc.ApiExploring.AbpApiDefinitionController" ("Volo.Abp.AspNetCore.Mvc"). ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor || Executing "ObjectResult", writing value of type '"Volo.Abp.Http.Modeling.ApplicationApiDescriptionModel"'. ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker || Executed action "Volo.Abp.AspNetCore.Mvc.ApiExploring.AbpApiDefinitionController.Get (Volo.Abp.AspNetCore.Mvc)" in 1.3021ms ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Routing.EndpointMiddleware || Executed endpoint '"Volo.Abp.AspNetCore.Mvc.ApiExploring.AbpApiDefinitionController.Get (Volo.Abp.AspNetCore.Mvc)"' ||  ||end 
11:43 || Information || Microsoft.AspNetCore.Hosting.Diagnostics || Request finished HTTP/1.1 GET http://localhost:44322/api/abp/api-definition - - - 200 - application/json;+charset=utf-8 2.8159ms ||  ||end 
11:54 || Information ||  || Starting ManagerSys.Host ||  ||end 
11:57 || Information ||  || Starting ManagerSys.Host... ||  ||end 
11:58 || Information ||  || Starting ManagerSys.Host... ||  ||end 
11:59 || Information ||  || Starting ManagerSys.Host... ||  ||end 
11:59 || Information ||  || 测试Information ||  ||end 
12:02 || Information ||  || Starting ManagerSys.Host... ||  ||end 
12:07 || Information ||  || Starting ManagerSys.Host... ||  ||end 
12:16 || Information ||  || Starting ManagerSys.Host... ||  ||end 
12:31 || Information ||  || Starting ManagerSys.Host... ||  ||end 
12:32 || Information ||  || Starting ManagerSys.Host... ||  ||end 
